Z_PK,Z_ENT,Z_OPT,ZUUIDHASH,ZEVENT,ZSOURCE,ZCATEGORYTYPE,ZINTEGERVALUE,ZCOMPATIBILITYVERSION,ZENDDAYOFWEEK,ZENDSECONDOFDAY,ZHASCUSTOMMETADATA,ZHASSTRUCTUREDMETADATA,ZSECONDSFROMGMT,ZSHOULDSYNC,ZSTARTDAYOFWEEK,ZSTARTSECONDOFDAY,ZVALUECLASS,ZVALUEINTEGER,ZVALUETYPECODE,ZSTRUCTUREDMETADATA,ZVALUE,Z9_VALUE,ZIDENTIFIERTYPE,ZQUANTITYTYPE,ZCREATIONDATE,ZLOCALCREATIONDATE,ZCONFIDENCE,ZENDDATE,ZSTARTDATE,ZVALUEDOUBLE,ZDOUBLEVALUE,ZUUID,ZSTREAMNAME,ZVALUESTRING,ZSTRING,ZMETADATA
9487,11,1,-66815016718655813,,343.0,,,0,4,55424,0,1,3600,0,4,55424,1,2687269364483809848,-635635896434291546,6880.0,,,,,725988224.659764,725988224.659764,1.0,725988224.0,725988224.0,2.68726936448381e+18,,8346F2D2-7778-4466-BFDA-8A8F67514C98,/discoverability/signals,com.apple.Safari.user-opened-tab,,
9819,11,1,-8805894481670548928,,348.0,,,0,3,84519,0,1,3600,0,3,84519,1,2157847040686542601,-635635896434291546,7948.0,,,,,726449319.17393,726449319.17393,1.0,726449319.0,726449319.0,2.1578470406865426e+18,,FE9E9D68-5377-4015-AC70-A1DB564DEBAF,/discoverability/signals,com.apple.notificationcenter.opened,,
9862,11,1,4080761041951327573,,349.0,,,0,3,53541,0,1,3600,0,3,53541,1,2236308892753624024,-635635896434291546,7981.0,,,,,726504741.560988,726504741.560988,1.0,726504741.0,726504741.0,2.236308892753624e+18,,2B967E3C-35AE-4218-8A41-D7D508EB511C,/discoverability/signals,com.apple.controlcenter.presented,,
10064,11,1,532494194105372109,,350.0,,,0,4,45252,0,1,3600,0,4,45252,1,5000244816693094886,-635635896434291546,7981.0,,,,,726582852.2052,726582852.2052,1.0,726582852.0,726582852.0,5.000244816693094e+18,,64929F12-443D-4089-8D56-C6F93CA166FA,/discoverability/signals,com.apple.MobileSMS.send-tapback,,
10081,11,1,-421693210043360328,,351.0,,,0,4,49523,0,1,3600,0,4,49523,1,908971599454435065,-635635896434291546,8182.0,,,,,726587123.236331,726587123.236331,1.0,726587123.0,726587123.0,9.089715994544351e+17,,9B8D2350-3CFA-42BC-8DBE-921A58E2C92E,/discoverability/signals,com.apple.screencapture.invoke,,
10164,11,1,-50725592376746466,,352.0,,,0,6,44205,0,1,3600,0,6,44205,1,-6235543431298324028,-635635896434291546,7981.0,,,,,726754606.578136,726754606.578136,1.0,726754605.0,726754605.0,1.2211200642411227e+19,,30A4CE23-B2AF-45E6-AC19-D7CB8BD0655F,/discoverability/signals,com.apple.spotlight.invoked,,
10231,11,1,-5872339409136192143,,353.0,,,0,6,50663,0,1,3600,0,6,50663,1,2236308892753624024,-635635896434291546,7981.0,,,,,726761063.819037,726761063.819037,1.0,726761063.0,726761063.0,2.236308892753624e+18,,DAC6A97F-FA00-4B22-BBC0-7AA25F3DDE1E,/discoverability/signals,com.apple.controlcenter.presented,,
10306,11,1,-6641287222201500416,,354.0,,,0,6,63236,0,1,3600,0,6,63236,1,2236308892753624024,-635635896434291546,7981.0,,,,,726773636.720001,726773636.720001,1.0,726773636.0,726773636.0,2.236308892753624e+18,,2E53BF16-D712-473C-9F8F-B3294E04A763,/discoverability/signals,com.apple.controlcenter.presented,,
10314,11,1,751438055430568615,,355.0,,,0,6,64428,0,1,3600,0,6,64428,1,2157847040686542601,-635635896434291546,7948.0,,,,,726774828.741514,726774828.741514,1.0,726774828.0,726774828.0,2.1578470406865426e+18,,B8514891-56CB-4CBC-89BB-7FBDED472627,/discoverability/signals,com.apple.notificationcenter.opened,,
10322,11,1,-3534558986891925912,,356.0,,,0,7,86259,0,1,3600,0,7,86259,1,-6235543431298324028,-635635896434291546,7981.0,,,,,726796659.444321,726796659.444321,1.0,726796659.0,726796659.0,1.2211200642411227e+19,,BB327994-9461-45CB-A662-58EF1674B076,/discoverability/signals,com.apple.spotlight.invoked,,
10559,11,1,-7343831681918076811,,357.0,,,0,4,52402,0,1,3600,0,4,52402,1,2236308892753624024,-635635896434291546,7981.0,,,,,727194802.181982,727194802.181982,1.0,727194802.0,727194802.0,2.236308892753624e+18,,A09A08E2-2B43-49D7-A8B9-E48AF105DFB2,/discoverability/signals,com.apple.controlcenter.presented,,
10616,11,1,536091061909335875,,358.0,,,0,4,62140,0,1,3600,0,4,62140,1,908971599454435065,-635635896434291546,8613.0,,,,,727204540.985815,727204540.985815,1.0,727204540.0,727204540.0,9.089715994544351e+17,,2E983369-9C06-48DA-9FF2-EDA3A9336836,/discoverability/signals,com.apple.screencapture.invoke,,
10750,11,1,-5053561297442795414,,359.0,,,0,5,2064,0,1,3600,0,5,2064,1,2236308892753624024,-635635896434291546,7981.0,,,,,727230864.211653,727230864.211653,1.0,727230864.0,727230864.0,2.236308892753624e+18,,9D987B60-8473-4100-AA4A-B16220C4613E,/discoverability/signals,com.apple.controlcenter.presented,,
10774,11,1,-2834691063883666997,,360.0,,,0,5,34985,0,1,3600,0,5,34985,1,2687269364483809848,-635635896434291546,8752.0,,,,,727263785.489279,727263785.489279,1.0,727263785.0,727263785.0,2.68726936448381e+18,,F617920E-F6AF-4238-A6BF-2F701C2781EB,/discoverability/signals,com.apple.Safari.user-opened-tab,,
11237,11,1,5756954949392957335,,361.0,,,0,2,55358,0,1,3600,0,2,55358,1,2236308892753624024,-635635896434291546,7981.0,,,,,727629758.603228,727629758.603228,1.0,727629758.0,727629758.0,2.236308892753624e+18,,F9B219AD-250D-4999-B196-BCB66F60BC49,/discoverability/signals,com.apple.controlcenter.presented,,
12694,11,1,-2395673547786149376,,362.0,,,0,1,54390,0,1,3600,0,1,54390,1,2236308892753624024,-635635896434291546,7981.0,,,,,728751990.922672,728751990.922672,1.0,728751990.0,728751990.0,2.236308892753624e+18,,200E1220-ECC7-4D73-AA75-5BF032A54EA8,/discoverability/signals,com.apple.controlcenter.presented,,
13614,11,1,5996680202075395101,,363.0,,,0,2,64001,0,1,3600,0,2,64001,1,-6235543431298324028,-635635896434291546,7981.0,,,,,728848001.442899,728848001.442899,1.0,728848001.0,728848001.0,1.2211200642411227e+19,,DAB7FCAB-05A4-456C-AA6E-50399B184ECA,/discoverability/signals,com.apple.spotlight.invoked,,
14548,11,1,8572777293073134070,,364.0,,,0,6,65528,0,1,3600,0,6,65528,1,908971599454435065,-635635896434291546,8182.0,,,,,729799928.706047,729799928.706047,1.0,729799928.0,729799928.0,9.089715994544351e+17,,E7C7CE45-FA2C-4DBD-BD84-27CECEC7CAC1,/discoverability/signals,com.apple.screencapture.invoke,,
14549,11,1,-5099622388478164652,,365.0,,,0,6,65541,0,1,3600,0,6,65541,1,908971599454435065,-635635896434291546,8182.0,,,,,729799941.383835,729799941.383835,1.0,729799941.0,729799941.0,9.089715994544351e+17,,532B28F2-E2C1-45BD-8318-51F2BBD906FE,/discoverability/signals,com.apple.screencapture.invoke,,
14555,11,1,3005175666523375509,,366.0,,,0,6,65804,0,1,3600,0,6,65804,1,908971599454435065,-635635896434291546,8182.0,,,,,729800204.8014,729800204.8014,1.0,729800204.0,729800204.0,9.089715994544351e+17,,A66D0ACA-3A65-4F6D-9B0D-B326C4A3DFA2,/discoverability/signals,com.apple.screencapture.invoke,,
14560,11,1,-6435603383080943365,,367.0,,,0,6,65879,0,1,3600,0,6,65879,1,908971599454435065,-635635896434291546,8182.0,,,,,729800279.037265,729800279.037265,1.0,729800279.0,729800279.0,9.089715994544351e+17,,BB592928-BEC0-438B-87CA-E6DA7C5C05CD,/discoverability/signals,com.apple.screencapture.invoke,,
14561,11,1,3012296004666563941,,368.0,,,0,6,66322,0,1,3600,0,6,66322,1,908971599454435065,-635635896434291546,8182.0,,,,,729800722.682496,729800722.682496,1.0,729800722.0,729800722.0,9.089715994544351e+17,,3F79962F-8EEA-40AA-9E04-8D3F98296236,/discoverability/signals,com.apple.screencapture.invoke,,
14562,11,1,-6479802496997885611,,369.0,,,0,6,66429,0,1,3600,0,6,66429,1,908971599454435065,-635635896434291546,8182.0,,,,,729800829.590033,729800829.590033,1.0,729800829.0,729800829.0,9.089715994544351e+17,,32D95670-433C-43D4-9851-CE8B75AAF3F7,/discoverability/signals,com.apple.screencapture.invoke,,
14886,11,1,8437179596447019056,,370.0,,,0,3,65068,0,1,3600,0,3,65068,1,2157847040686542601,-635635896434291546,7948.0,,,,,730145068.356187,730145068.356187,1.0,730145068.0,730145068.0,2.1578470406865426e+18,,E096483E-BE09-4E3A-8A0B-D95CCCA48538,/discoverability/signals,com.apple.notificationcenter.opened,,
14887,11,1,1256557915001593105,,371.0,,,0,3,65069,0,1,3600,0,3,65069,1,2157847040686542601,-635635896434291546,7948.0,,,,,730145069.842458,730145069.842458,1.0,730145069.0,730145069.0,2.1578470406865426e+18,,AB308EAD-4901-4818-9E79-565231BDA97C,/discoverability/signals,com.apple.notificationcenter.opened,,
14888,11,1,-8818998602649296799,,372.0,,,0,3,65075,0,1,3600,0,3,65075,1,2157847040686542601,-635635896434291546,7948.0,,,,,730145075.533755,730145075.533755,1.0,730145075.0,730145075.0,2.1578470406865426e+18,,A08C7F2D-3CF2-48DB-BB38-982C5EE21DF9,/discoverability/signals,com.apple.notificationcenter.opened,,
15898,11,1,-5619216111952389983,,373.0,,,0,3,65512,0,1,3600,0,3,65512,1,908971599454435065,-635635896434291546,8613.0,,,,,731355112.347433,731355112.347433,1.0,731355112.0,731355112.0,9.089715994544351e+17,,14815323-9030-476C-A323-C40D8011A852,/discoverability/signals,com.apple.screencapture.invoke,,
16024,11,1,5396252996974095664,,374.0,,,0,5,64550,0,1,3600,0,5,64550,1,908971599454435065,-635635896434291546,12771.0,,,,,731526950.62397,731526950.62397,1.0,731526950.0,731526950.0,9.089715994544351e+17,,FD96E1D9-E41C-4083-A9FF-E1538CD211A8,/discoverability/signals,com.apple.screencapture.invoke,,
16058,11,1,-2498739007532875301,,375.0,,,0,6,50655,0,1,3600,0,6,50655,1,908971599454435065,-635635896434291546,12797.0,,,,,731599455.182149,731599455.182149,1.0,731599455.0,731599455.0,9.089715994544351e+17,,E30FB75D-A6BD-4A16-822E-1A542CCAE970,/discoverability/signals,com.apple.screencapture.invoke,,
16059,11,1,376848852384608764,,376.0,,,0,6,50785,0,1,3600,0,6,50785,1,908971599454435065,-635635896434291546,12797.0,,,,,731599585.162681,731599585.162681,1.0,731599585.0,731599585.0,9.089715994544351e+17,,CAD57326-7DF1-4195-AFF0-E038FD70B7ED,/discoverability/signals,com.apple.screencapture.invoke,,
