Z_PK,Z_ENT,Z_OPT,ZUUIDHASH,ZEVENT,ZSOURCE,ZCATEGORYTYPE,ZINTEGERVALUE,ZCOMPATIBILITYVERSION,ZENDDAYOFWEEK,ZENDSECONDOFDAY,ZHASCUSTOMMETADATA,ZHASSTRUCTUREDMETADATA,ZSECONDSFROMGMT,ZSHOULDSYNC,ZSTARTDAYOFWEEK,ZSTARTSECONDOFDAY,ZVALUECLASS,ZVALUEINTEGER,ZVALUETYPECODE,ZSTRUCTUREDMETADATA,ZVALUE,Z9_VALUE,ZIDENTIFIERTYPE,ZQUANTITYTYPE,ZCREATIONDATE,ZLOCALCREATIONDATE,ZCONFIDENCE,ZENDDATE,ZSTARTDATE,ZVALUEDOUBLE,ZDOUBLEVALUE,ZUUID,ZSTREAMNAME,ZVALUESTRING,ZSTRING,ZMETADATA
22686,11,1,6280093973276521212,,,,,0,2,63554,0,1,7200,0,2,63323,1,2265061383570402976,6584185901589580638,2645.0,,,,,743362754.567889,743362754.567889,1.0,743362754.0,743362523.0,2.265061383570403e+18,,C8DD9AE1-5AD3-4550-B2C7-D6AD4D3C10E5,/app/usage,com.brave.Browser,,
22687,11,1,-8814404674063037697,,,,,0,2,63758,0,1,7200,0,2,63715,2,0,-2475731913145812025,7858.0,,,,,743362958.553522,743362958.553522,1.0,743362958.0,743362915.0,0.0,,E23F29F7-23A1-497B-B65E-6F2C11F8271E,/bluetooth/isConnected,,,
22688,11,1,9070603829049559788,,,,,0,2,63818,0,1,7200,0,2,63767,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743363018.269785,743363018.269785,1.0,743363018.0,743362967.0,1.5031132373507439e+19,,E5B798B0-A762-4CDD-B02B-9236FFB4746B,/app/usage,com.microsoft.VSCode,,
22689,11,1,6270176357042905363,,,,,0,2,63851,0,1,7200,0,2,63818,1,2265061383570402976,6584185901589580638,2645.0,,,,,743363051.262253,743363051.262253,1.0,743363051.0,743363018.0,2.265061383570403e+18,,9E0628B3-5C00-45F0-B61C-922ED559E232,/app/usage,com.brave.Browser,,
22690,11,1,3093846787319023630,,,,,0,2,63853,0,1,7200,0,2,63851,1,4674431735322325019,6584185901589580638,2645.0,,,,,743363053.388449,743363053.388449,1.0,743363053.0,743363051.0,4.674431735322325e+18,,6CF12DAA-CF05-4B9A-9C3A-D308528CC561,/app/usage,com.googlecode.iterm2,,
22691,11,1,-7218661767785476664,,,,,0,2,63853,0,1,7200,0,2,63853,1,8276368722376633518,6584185901589580638,2645.0,,,,,743363053.835599,743363053.835599,1.0,743363053.0,743363053.0,8.276368722376633e+18,,B97EB20C-FF0C-4C6C-81E3-30FEFC5385A5,/app/usage,org.openvpn.client.app,,
22692,11,1,-3242601639782439174,,,,,0,2,76313,0,1,7200,0,2,76283,1,8276368722376633518,6584185901589580638,2645.0,,,,,743375513.73743,743375513.73743,1.0,743375513.0,743375483.0,8.276368722376633e+18,,F24FECD9-DEC7-4A60-AB7E-E0180B079AF7,/app/usage,org.openvpn.client.app,,
22693,11,1,5231169499269223369,,,,,0,2,76330,0,1,7200,0,2,76320,1,3435207421084723711,6584185901589580638,2645.0,,,,,743375530.807462,743375530.807462,1.0,743375530.0,743375520.0,3.4352074210847237e+18,,17975A22-F9EB-434A-BD69-11FAA255AFEF,/app/usage,com.apple.systempreferences,,
22694,11,1,6738666421879512322,,,,,0,2,76377,0,1,7200,0,2,76330,1,2265061383570402976,6584185901589580638,2645.0,,,,,743375577.117136,743375577.117136,1.0,743375577.0,743375530.0,2.265061383570403e+18,,6B754081-478F-40C7-BB18-202AE1F482A5,/app/usage,com.brave.Browser,,
22695,11,1,-3881900239837439964,,,,,0,2,76397,0,1,7200,0,2,76377,1,3435207421084723711,6584185901589580638,2645.0,,,,,743375597.725377,743375597.725377,1.0,743375597.0,743375577.0,3.4352074210847237e+18,,5D982B22-6DB7-4586-9DA1-411C94F58206,/app/usage,com.apple.systempreferences,,
22696,11,1,6335108058363150944,,,,,0,2,76411,0,1,7200,0,2,76397,1,2265061383570402976,6584185901589580638,2645.0,,,,,743375611.329473,743375611.329473,1.0,743375611.0,743375597.0,2.265061383570403e+18,,5DDD9B2F-BE0A-48AF-BA33-1C2369BF9AA5,/app/usage,com.brave.Browser,,
22697,11,1,-3411909394034052729,,,,,0,2,76443,0,1,7200,0,2,76411,1,3435207421084723711,6584185901589580638,2645.0,,,,,743375643.799601,743375643.799601,1.0,743375643.0,743375611.0,3.4352074210847237e+18,,0DAED1D7-8F25-4B06-90BC-10D07606EA6B,/app/usage,com.apple.systempreferences,,
22698,11,1,-3794988401492109930,,,,,0,2,76453,0,1,7200,0,2,76443,1,2265061383570402976,6584185901589580638,2645.0,,,,,743375653.954393,743375653.954393,1.0,743375653.0,743375643.0,2.265061383570403e+18,,98F310B3-912F-4DFA-AEC8-6E0F3F345CC0,/app/usage,com.brave.Browser,,
22699,11,1,-3194412861921550753,,,,,0,2,76456,0,1,7200,0,2,76453,1,8276368722376633518,6584185901589580638,2645.0,,,,,743375656.105645,743375656.105645,1.0,743375656.0,743375653.0,8.276368722376633e+18,,DC8DFCD9-BE9C-462F-AADF-373EA37D1812,/app/usage,org.openvpn.client.app,,
22700,11,1,8960119538003262875,,,,,0,2,76509,0,1,7200,0,2,76456,1,3435207421084723711,6584185901589580638,2645.0,,,,,743375709.145081,743375709.145081,1.0,743375709.0,743375656.0,3.4352074210847237e+18,,D531122B-4749-4FBD-8E78-6391504F4A0D,/app/usage,com.apple.systempreferences,,
22701,11,1,-5365128366721608243,,,,,0,2,76739,0,1,7200,0,2,76509,1,2265061383570402976,6584185901589580638,2645.0,,,,,743375939.985481,743375939.985481,1.0,743375939.0,743375709.0,2.265061383570403e+18,,81F82D4F-C5C6-4D20-BDA5-620450CD4641,/app/usage,com.brave.Browser,,
22702,11,1,-4796290487861784820,,,,,0,2,76820,0,1,7200,0,2,76739,1,3435207421084723711,6584185901589580638,2645.0,,,,,743376020.776978,743376020.776978,1.0,743376020.0,743375939.0,3.4352074210847237e+18,,F5E6B470-35EE-4BC5-9A4F-7DF773AC8E73,/app/usage,com.apple.systempreferences,,
22703,11,1,-4341796884504843914,,,,,0,2,77401,0,1,7200,0,2,76820,1,2265061383570402976,6584185901589580638,2645.0,,,,,743376601.294436,743376601.294436,1.0,743376601.0,743376020.0,2.265061383570403e+18,,B7056C7C-ED28-4FE2-936F-B0B66447A980,/app/usage,com.brave.Browser,,
22704,11,1,7336595287118935003,,,,,0,2,77726,0,1,7200,0,2,77401,1,-7822174565106464453,6584185901589580638,2645.0,,,,,743376926.961733,743376926.961733,1.0,743376926.0,743376601.0,1.0624569508603087e+19,,920BD08D-225E-4884-BDC9-8AED3E64C3A3,/app/usage,ru.keepcoder.Telegram,,
22705,11,1,2352617883249145802,,,,,0,2,77724,0,0,7200,0,2,76280,2,1,-2475731913145812025,,,,,,743376927.010051,743376927.010051,1.0,743376924.0,743375480.0,1.0,,945B3AFC-B370-4B41-9676-DB907DC1E5AE,/display/isBacklit,,,
22706,11,1,8086500418013403388,,,,,0,2,77924,0,0,7200,0,2,77724,2,0,-2475731913145812025,,,,,,743377127.608557,743377127.608557,1.0,743377124.0,743376924.0,0.0,,FD90A60D-FCF2-430E-93B8-D517AA894E3C,/display/isBacklit,,,
22707,11,1,4652551380038607568,,,,,0,2,77936,0,1,7200,0,2,77927,1,-7822174565106464453,6584185901589580638,2645.0,,,,,743377136.113048,743377136.113048,1.0,743377136.0,743377127.0,1.0624569508603087e+19,,B1359920-5F38-4F23-8390-B4F74774539F,/app/usage,ru.keepcoder.Telegram,,
22708,11,1,-677309076410249524,,,,,0,2,78024,0,1,7200,0,2,77936,1,2265061383570402976,6584185901589580638,2645.0,,,,,743377224.570165,743377224.570165,1.0,743377224.0,743377136.0,2.265061383570403e+18,,8C309D31-AD8F-4E5C-8029-63785FE0597A,/app/usage,com.brave.Browser,,
22709,11,1,2039801416870909833,,,,,0,2,78083,0,1,7200,0,2,78024,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743377283.367735,743377283.367735,1.0,743377283.0,743377224.0,1.5031132373507439e+19,,AC7306F9-4205-4FF6-B2CD-0814826F353D,/app/usage,com.microsoft.VSCode,,
22710,11,1,-2013459929669522943,,,,,0,2,78098,0,1,7200,0,2,78083,1,2265061383570402976,6584185901589580638,2645.0,,,,,743377298.792916,743377298.792916,1.0,743377298.0,743377283.0,2.265061383570403e+18,,755EF046-0232-4F05-9600-AC30DB726FFF,/app/usage,com.brave.Browser,,
22711,11,1,-3559763397761888887,,,,,0,2,78114,0,1,7200,0,2,78098,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743377314.214035,743377314.214035,1.0,743377314.0,743377298.0,1.5031132373507439e+19,,EC9A1346-A980-41A7-8087-A89A26AC621C,/app/usage,com.microsoft.VSCode,,
22712,11,1,-6816364393408543246,,,,,0,2,78123,0,1,7200,0,2,78114,1,2265061383570402976,6584185901589580638,2645.0,,,,,743377323.66308,743377323.66308,1.0,743377323.0,743377314.0,2.265061383570403e+18,,3376675D-8283-4333-B1A4-364AB64C8D68,/app/usage,com.brave.Browser,,
22713,11,1,-841000697639330000,,,,,0,2,78181,0,1,7200,0,2,78123,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743377381.557115,743377381.557115,1.0,743377381.0,743377323.0,1.5031132373507439e+19,,FE87720E-E7ED-4D83-81AC-B3715B51EB46,/app/usage,com.microsoft.VSCode,,
22714,11,1,-1641227375172879998,,,,,0,2,78219,0,1,7200,0,2,78181,1,2265061383570402976,6584185901589580638,2645.0,,,,,743377419.744504,743377419.744504,1.0,743377419.0,743377381.0,2.265061383570403e+18,,E998765E-D6FC-45CB-AF66-9045EFC6C2CB,/app/usage,com.brave.Browser,,
22715,11,1,-5566950087534904988,,,,,0,2,78244,0,1,7200,0,2,78219,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743377444.706327,743377444.706327,1.0,743377444.0,743377419.0,1.5031132373507439e+19,,8492376E-D6A3-456F-B3CB-D7BCE8A24294,/app/usage,com.microsoft.VSCode,,
22716,11,1,622083457200850146,,,,,0,2,78268,0,1,7200,0,2,78244,1,2265061383570402976,6584185901589580638,2645.0,,,,,743377468.431835,743377468.431835,1.0,743377468.0,743377444.0,2.265061383570403e+18,,CE013734-7C15-4337-BF06-95C22F450292,/app/usage,com.brave.Browser,,
22717,11,1,-7966264308261935581,,,,,0,2,78341,0,1,7200,0,2,78268,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743377541.600078,743377541.600078,1.0,743377541.0,743377468.0,1.5031132373507439e+19,,9A1ADD0B-0C94-4553-8665-2A8F5A3B0366,/app/usage,com.microsoft.VSCode,,
22718,11,1,7714778186661021254,,,,,0,2,78381,0,1,7200,0,2,78341,1,2265061383570402976,6584185901589580638,2645.0,,,,,743377581.359162,743377581.359162,1.0,743377581.0,743377541.0,2.265061383570403e+18,,3139839F-2BCA-4B91-A5A8-9327B9409565,/app/usage,com.brave.Browser,,
22719,11,1,8414712498231544064,,,,,0,2,78411,0,1,7200,0,2,78381,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743377611.397629,743377611.397629,1.0,743377611.0,743377581.0,1.5031132373507439e+19,,9289C627-3FB0-4BE9-8E13-34A97708F4E4,/app/usage,com.microsoft.VSCode,,
22720,11,1,-1694287556472112881,,,,,0,2,78578,0,1,7200,0,2,78411,1,2265061383570402976,6584185901589580638,2645.0,,,,,743377778.509202,743377778.509202,1.0,743377778.0,743377611.0,2.265061383570403e+18,,A07C6628-B238-428D-A85B-1EBE29EC6D38,/app/usage,com.brave.Browser,,
22721,11,1,276344879040424759,,,,,0,2,78954,0,1,7200,0,2,78578,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743378154.298715,743378154.298715,1.0,743378154.0,743377778.0,1.5031132373507439e+19,,6176881E-2419-4214-88F8-25A4187D2E0E,/app/usage,com.microsoft.VSCode,,
22722,11,1,137199971096859290,,,,,0,3,79229,0,1,7200,0,2,78954,1,2265061383570402976,6584185901589580638,2645.0,,,,,743378429.520177,743378429.520177,1.0,743378429.0,743378154.0,2.265061383570403e+18,,5130C025-60B4-40D4-AEC3-796BDAB75C85,/app/usage,com.brave.Browser,,
22723,11,1,-1271926107431103200,,,,,0,3,79495,0,1,7200,0,3,79229,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743378696.040511,743378696.040511,1.0,743378695.0,743378429.0,1.5031132373507439e+19,,CC9DE01B-B954-4C44-8430-393A7A0F6EAA,/app/usage,com.microsoft.VSCode,,
22724,11,1,-6011915826470944362,,,,,0,3,79727,0,1,7200,0,3,79495,1,2265061383570402976,6584185901589580638,2645.0,,,,,743378927.284026,743378927.284026,1.0,743378927.0,743378695.0,2.265061383570403e+18,,992F9941-C1EE-454B-97AB-BF9826AA2F1A,/app/usage,com.brave.Browser,,
22725,11,1,2046955059536370927,,,,,0,3,80038,0,1,7200,0,3,79727,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743379238.353319,743379238.353319,1.0,743379238.0,743378927.0,1.5031132373507439e+19,,69FD2972-0964-4805-B71E-CE27A82A3D0C,/app/usage,com.microsoft.VSCode,,
22726,11,1,-5643897210346429528,,,,,0,3,80036,0,0,7200,0,2,77924,2,1,-2475731913145812025,,,,,,743379238.365615,743379238.365615,1.0,743379236.0,743377124.0,1.0,,35C9354A-EEED-4C23-8B5A-E7114A7FF370,/display/isBacklit,,,
22727,11,1,-8462679614840661659,,,,,0,3,80092,0,0,7200,0,3,80036,2,0,-2475731913145812025,,,,,,743379295.563581,743379295.563581,1.0,743379292.0,743379236.0,0.0,,AA24C171-C43E-4C19-A801-4F238C5AC2DF,/display/isBacklit,,,
22728,11,1,-5012856128144242637,,,,,0,3,81281,0,1,7200,0,3,80912,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743380481.524187,743380481.524187,1.0,743380481.0,743380112.0,1.5031132373507439e+19,,6BCB2EB6-583C-4F00-B8FC-70361A917183,/app/usage,com.microsoft.VSCode,,
22729,11,1,4395702217368548984,,,,,0,3,81280,0,0,7200,0,3,80092,2,1,-2475731913145812025,,,,,,743380481.550993,743380481.550993,1.0,743380480.0,743379292.0,1.0,,287941DB-7997-4F30-9F40-3EA62EB644A4,/display/isBacklit,,,
22730,11,1,-4357494287838654843,,,,,0,3,81304,0,0,7200,0,3,81280,2,0,-2475731913145812025,,,,,,743380507.675268,743380507.675268,1.0,743380504.0,743380480.0,0.0,,E183A592-E6BA-49DB-9ECF-B080F84C5654,/display/isBacklit,,,
22731,11,1,-1710784284423326996,,,,,0,3,81312,0,1,7200,0,3,81307,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743380512.119254,743380512.119254,1.0,743380512.0,743380507.0,1.5031132373507439e+19,,BAE1ACFE-E320-436C-AD3C-0810141EE7B5,/app/usage,com.microsoft.VSCode,,
22732,11,1,5230178598303872991,,,,,0,3,81331,0,1,7200,0,3,81312,1,2265061383570402976,6584185901589580638,2645.0,,,,,743380531.322835,743380531.322835,1.0,743380531.0,743380512.0,2.265061383570403e+18,,1EF577F3-29AE-4FA5-9260-175C42C09083,/app/usage,com.brave.Browser,,
22733,11,1,1995125939645331487,,,,,0,3,81584,0,1,7200,0,3,81331,1,-4301385605921147411,6584185901589580638,2645.0,,,,,743380784.558087,743380784.558087,1.0,743380784.0,743380531.0,1.4145358467788405e+19,,AEBA9837-5039-4AE4-BC92-BE15D7906DC6,/app/usage,com.apple.AppStore,,
22734,11,1,3712833686730595774,,,,,0,3,81590,0,1,7200,0,3,81590,1,4097266085623169226,2196297603508581658,16760.0,,,,,743380790.515681,743380790.515681,1.0,743380790.0,743380790.0,4.097266085623169e+18,,00421244-D7A4-4EE0-98A3-9D5A62C78795,/notification/usage,Receive,,
22735,11,1,2031648995976922912,,,,,0,3,81607,0,1,7200,0,3,81607,1,4097266085623169226,2196297603508581658,16761.0,,,,,743380807.509396,743380807.509396,1.0,743380807.0,743380807.0,4.097266085623169e+18,,B76EF42C-682E-4827-A911-C6C7F808E59C,/notification/usage,Receive,,
22736,11,1,5680386043383411048,,,,,0,3,81608,0,1,7200,0,3,81608,1,4097266085623169226,2196297603508581658,16761.0,,,,,743380808.114127,743380808.114127,1.0,743380808.0,743380808.0,4.097266085623169e+18,,E422765A-D24E-4058-9A99-A5AC7490B220,/notification/usage,Receive,,
22737,11,1,1747592082959293744,,,,,0,3,81608,0,1,7200,0,3,81590,1,5127716121308739413,6584185901589580638,16763.0,,,,,743380808.934715,743380808.934715,1.0,743380808.0,743380790.0,5.12771612130874e+18,,09B5FAE1-5D9C-4E8A-85FE-01867E4AE223,/app/mediaUsage,com.macpaw.CleanMyMac-mas,,
22738,11,1,-880269037898083928,,,,,0,3,81679,0,1,7200,0,3,81619,1,5127716121308739413,6584185901589580638,2645.0,,,,,743380879.681406,743380879.681406,1.0,743380879.0,743380819.0,5.12771612130874e+18,,13DA816F-AA4B-4213-88DB-40A4EE776FE8,/app/usage,com.macpaw.CleanMyMac-mas,,
22739,11,1,2926757047108905672,,,,,0,3,81689,0,1,7200,0,3,81679,1,2961235614696431925,6584185901589580638,2645.0,,,,,743380889.436066,743380889.436066,1.0,743380889.0,743380879.0,2.961235614696432e+18,,E50DBF4F-70A2-4C4E-AD33-77BECB9711F9,/app/usage,com.apple.finder,,
22740,11,1,-6835643334471454451,,,,,0,3,82008,0,0,7200,0,3,81304,2,1,-2475731913145812025,,,,,,743381211.437662,743381211.437662,1.0,743381208.0,743380504.0,1.0,,986A3CAE-D1C5-4B42-A1D5-B822B4CFC48A,/display/isBacklit,,,
22741,11,1,5260579494878218676,,,,,0,3,82011,0,1,7200,0,3,81689,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743381211.454984,743381211.454984,1.0,743381211.0,743380889.0,1.5031132373507439e+19,,EBB832A8-FD17-4917-B2FE-C5EEF1FFE07F,/app/usage,com.microsoft.VSCode,,
22742,11,1,2889793077206138487,,,,,0,3,82268,0,0,7200,0,3,82008,2,0,-2475731913145812025,,,,,,743381468.737946,743381468.737946,1.0,743381468.0,743381208.0,0.0,,7949BD3C-1AF7-4931-A102-690AA93D25DF,/display/isBacklit,,,
22743,11,1,-556454106161643249,,,,,0,3,82872,0,1,7200,0,3,82268,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743382072.709468,743382072.709468,1.0,743382072.0,743381468.0,1.5031132373507439e+19,,DA373838-07B0-4B43-A4B9-C6A99C35D9BF,/app/usage,com.microsoft.VSCode,,
22744,11,1,6712356298425756913,,,,,0,3,82872,0,0,7200,0,3,82268,2,1,-2475731913145812025,,,,,,743382072.735768,743382072.735768,1.0,743382072.0,743381468.0,1.0,,F30CF152-DB53-48B1-A523-1507BD1D0951,/display/isBacklit,,,
22745,11,1,5181739702504332181,,,,,0,3,83184,0,0,7200,0,3,82872,2,0,-2475731913145812025,,,,,,743382386.109867,743382386.109867,1.0,743382384.0,743382072.0,0.0,,73C75C74-7F71-485C-ACDE-FD152F1A87EB,/display/isBacklit,,,
22746,11,1,-8224281572966135826,,,,,0,3,83227,0,1,7200,0,3,83191,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743382427.820734,743382427.820734,1.0,743382427.0,743382391.0,1.5031132373507439e+19,,22F3B102-C323-4D0C-91B2-48FFBE586E5D,/app/usage,com.microsoft.VSCode,,
22747,11,1,-9183594469616186369,,,,,0,3,83228,0,0,7200,0,3,83188,2,1,-2475731913145812025,,,,,,743382429.712159,743382429.712159,1.0,743382428.0,743382388.0,1.0,,7529918B-B6F4-41F2-9985-C8EC3264DC4A,/display/isBacklit,,,
22748,11,1,-2561098854422965742,,,,,0,3,83229,0,1,7200,0,3,83227,1,2961235614696431925,6584185901589580638,2645.0,,,,,743382429.745792,743382429.745792,1.0,743382429.0,743382427.0,2.961235614696432e+18,,991022CC-A36E-4A39-BA61-27A8C36A8813,/app/usage,com.apple.finder,,
22749,11,1,-4185098413986166206,,,,,0,5,68534,0,1,7200,0,5,68534,1,4097266085623169226,2196297603508581658,16761.0,,,,,743626934.400185,743626934.400185,1.0,743626934.0,743626934.0,4.097266085623169e+18,,3704BDA1-440B-427A-B5FF-EB794D37B7E2,/notification/usage,Receive,,
22750,11,1,8675143631495273626,,,,,0,5,68665,0,1,7200,0,5,68554,1,2265061383570402976,6584185901589580638,2645.0,,,,,743627065.49509,743627065.49509,1.0,743627065.0,743626954.0,2.265061383570403e+18,,D93AB2E4-680C-43D2-89D5-92A807C2F312,/app/usage,com.brave.Browser,,
22751,11,1,-450019791864232400,,,,,0,5,68674,0,1,7200,0,5,68665,1,4674431735322325019,6584185901589580638,2645.0,,,,,743627074.416468,743627074.416468,1.0,743627074.0,743627065.0,4.674431735322325e+18,,2EEA6D23-D89F-4A54-9AE4-AF5153F419B5,/app/usage,com.googlecode.iterm2,,
22752,11,1,1341210857776526557,,,,,0,5,68697,0,1,7200,0,5,68674,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743627097.868244,743627097.868244,1.0,743627097.0,743627074.0,1.5031132373507439e+19,,D965BB50-7828-4F21-BCF3-1CC8E600C658,/app/usage,com.microsoft.VSCode,,
22753,11,1,-282742192342818051,,,,,0,5,68728,0,1,7200,0,5,68697,1,2265061383570402976,6584185901589580638,2645.0,,,,,743627128.995015,743627128.995015,1.0,743627128.0,743627097.0,2.265061383570403e+18,,3DC7FEA7-8B60-493E-BD20-932F6C4D603F,/app/usage,com.brave.Browser,,
22754,11,1,-4799245123994615589,,,,,0,5,68759,0,1,7200,0,5,68734,1,3435207421084723711,6584185901589580638,2645.0,,,,,743627159.245333,743627159.245333,1.0,743627159.0,743627134.0,3.4352074210847237e+18,,C97F0B92-E6CF-415A-9865-7969B737EDF1,/app/usage,com.apple.systempreferences,,
22755,11,1,1946039160278755564,,,,,0,5,68847,0,1,7200,0,5,68759,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743627248.17439,743627248.17439,1.0,743627247.0,743627159.0,1.5031132373507439e+19,,F1D6A5DA-B1F3-41A1-920B-7C31A6E0BCF3,/app/usage,com.microsoft.VSCode,,
22756,11,1,2576612623412521488,,,,,0,5,69188,0,0,7200,0,5,68544,2,1,-2475731913145812025,,,,,,743627589.425324,743627589.425324,1.0,743627588.0,743626944.0,1.0,,865F9344-6651-47AD-849C-1AFC8F9F21D2,/display/isBacklit,,,
22757,11,1,-1165946033458592630,,,,,0,5,69189,0,1,7200,0,5,68851,1,2265061383570402976,6584185901589580638,2645.0,,,,,743627589.443516,743627589.443516,1.0,743627589.0,743627251.0,2.265061383570403e+18,,23088B29-B294-4A50-A3DE-5D609CA93835,/app/usage,com.brave.Browser,,
22758,11,1,3019850992012892466,,,,,0,5,75024,0,0,7200,0,5,74108,2,0,-2475731913145812025,,,,,,743633424.866814,743633424.866814,1.0,743633424.0,743632508.0,0.0,,0075F5AE-E749-42A3-BBFF-239F0E0113E7,/display/isBacklit,,,
22759,11,1,222736431768823006,,424.0,,,0,5,75071,0,1,7200,0,5,75071,1,2236308892753624024,-635635896434291546,16778.0,,,,,743633471.30912,743633471.30912,1.0,743633471.0,743633471.0,2.236308892753624e+18,,A223D3F2-7115-4BF3-909D-EAC501E41B89,/discoverability/signals,com.apple.controlcenter.presented,,
22760,11,1,-3687013132405923094,,,,,0,5,75074,0,1,7200,0,5,75024,1,2265061383570402976,6584185901589580638,2645.0,,,,,743633474.328995,743633474.328995,1.0,743633474.0,743633424.0,2.265061383570403e+18,,BCFFD4DD-6696-44A0-AA71-526AF78BF70A,/app/usage,com.brave.Browser,,
22761,11,1,-4779748131050320384,,,,,0,5,75076,0,1,7200,0,5,75074,1,2961235614696431925,6584185901589580638,2645.0,,,,,743633476.803153,743633476.803153,1.0,743633476.0,743633474.0,2.961235614696432e+18,,4B5252F6-6DC0-4021-BB61-591CFFBB1B22,/app/usage,com.apple.finder,,
22762,11,1,-2736818717032737862,,,,,0,5,75082,0,1,7200,0,5,75076,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743633482.86295,743633482.86295,1.0,743633482.0,743633476.0,1.5031132373507439e+19,,BAC7F6F7-AC53-44D5-9247-694F1E74A734,/app/usage,com.microsoft.VSCode,,
22763,11,1,-3198072165745118517,,,,,0,5,75165,0,1,7200,0,5,75082,1,2265061383570402976,6584185901589580638,2645.0,,,,,743633565.10715,743633565.10715,1.0,743633565.0,743633482.0,2.265061383570403e+18,,1BFEE263-1B2A-4E5F-83CA-7342758B845E,/app/usage,com.brave.Browser,,
22764,11,1,-2494289179724128007,,,,,0,5,75186,0,1,7200,0,5,75165,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743633586.475568,743633586.475568,1.0,743633586.0,743633565.0,1.5031132373507439e+19,,CE114E9F-EB76-4DCD-8964-5A5F7A9E1BBE,/app/usage,com.microsoft.VSCode,,
22765,11,1,-9163720849379899019,,,,,0,5,75257,0,1,7200,0,5,75186,1,2265061383570402976,6584185901589580638,2645.0,,,,,743633657.328164,743633657.328164,1.0,743633657.0,743633586.0,2.265061383570403e+18,,4230A6C7-187B-4FE0-BCD6-8C6B52B82AE7,/app/usage,com.brave.Browser,,
22766,11,1,6898461624251453869,,,,,0,5,75722,0,1,7200,0,5,75391,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743634122.319915,743634122.319915,1.0,743634122.0,743633791.0,1.5031132373507439e+19,,13274390-165A-4FE9-8434-06DAAE7D3575,/app/usage,com.microsoft.VSCode,,
22767,11,1,8727963919706796392,,,,,0,5,75766,0,1,7200,0,5,75722,1,2265061383570402976,6584185901589580638,2645.0,,,,,743634166.744191,743634166.744191,1.0,743634166.0,743634122.0,2.265061383570403e+18,,8E112ABE-0C8A-4796-8AF7-7150C1912671,/app/usage,com.brave.Browser,,
22768,11,1,9191998000288836431,,,,,0,5,75890,0,1,7200,0,5,75766,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743634291.062398,743634291.062398,1.0,743634290.0,743634166.0,1.5031132373507439e+19,,DE8E9116-BFE8-473A-AA7F-79DB540ABEA5,/app/usage,com.microsoft.VSCode,,
22769,11,1,-8249653369767057293,,,,,0,5,75902,0,1,7200,0,5,75890,1,2265061383570402976,6584185901589580638,2645.0,,,,,743634302.46941,743634302.46941,1.0,743634302.0,743634290.0,2.265061383570403e+18,,A85F491E-F0A5-4995-BDEE-A253380AAABB,/app/usage,com.brave.Browser,,
22770,11,1,6084177263621407486,,,,,0,5,76028,0,1,7200,0,5,75902,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743634428.658803,743634428.658803,1.0,743634428.0,743634302.0,1.5031132373507439e+19,,147F0A4F-A557-4A5E-8A5A-0F03EE669D67,/app/usage,com.microsoft.VSCode,,
22771,11,1,-3633706116886997645,,,,,0,5,76375,0,1,7200,0,5,76028,1,2265061383570402976,6584185901589580638,2645.0,,,,,743634775.765766,743634775.765766,1.0,743634775.0,743634428.0,2.265061383570403e+18,,CFCBA497-13CA-437B-B067-FDE31C80C9D3,/app/usage,com.brave.Browser,,
22772,11,1,-4692190023730592794,,,,,0,5,76597,0,1,7200,0,5,76375,1,-3415611700202112343,6584185901589580638,2645.0,,,,,743634997.968695,743634997.968695,1.0,743634997.0,743634775.0,1.5031132373507439e+19,,18C4EB09-EBF1-49FC-9F8F-B59EBD3EECB0,/app/usage,com.microsoft.VSCode,,
22773,11,1,6477263744851406166,,,,,0,5,76629,0,1,7200,0,5,76597,1,2961235614696431925,6584185901589580638,2645.0,,,,,743635029.342334,743635029.342334,1.0,743635029.0,743634997.0,2.961235614696432e+18,,B352CF93-4A69-47C0-B198-CA0223BB7773,/app/usage,com.apple.finder,,
